Institute,Program,Seat Type,Gender,OR,CR
"IIT(BHU)
Varanasi","ChemicalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",1802,44
"IIT(BHU)
Varanasi","CivilEngineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,1327,1426
"IIT(BHU)
Varanasi","CivilEngineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",2829,2866
"IIT(BHU)
Varanasi","CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,3186,3819
"IIT(BHU)
Varanasi","CivilEngineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",7465,8011
"IIT(BHU)
Varanasi","CivilEngineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,7809,9339
"IIT(BHU)
Varanasi","CivilEngineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",15552,18970
"IIT(BHU)
Varanasi","CivilEngineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,1733,2064
"IIT(BHU)
Varanasi","CivilEngineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",3128,3721
"IIT(BHU)
Varanasi","CivilEngineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,491,633
"IIT(BHU)
Varanasi","CivilEngineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",1355,1472
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,Gender-Neutral,142,187
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",507,517
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,Gender-Neutral,226,524
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",880,1592
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,14,14
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,Gender-Neutral,667,1071
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",2562,4130
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",OPEN(PwD),Gender-Neutral,27,40
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,Gender-Neutral,192,262
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",527,851
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",SC(PwD),Gender-Neutral,19,19
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,Gender-Neutral,77,163
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(4
YearsBachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",254,254
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,505,604
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",1411,1658
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,1107,1544
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",3285,4181
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)","OBC-NCL
(PwD)",Gender-Neutral,123,149
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,2852,3608
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",6391,10177
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),Gender-Neutral,121,256
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,642,916
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",1013,2086
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,353,497
"IIT(BHU)
Varanasi","ElectricalEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",754,920
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",EWS,Gender-Neutral,401,492
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",EWS,"Female-only
(including
Supernumerary)",1119,1262
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",EWS(PwD),Gender-Neutral,18,18
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,Gender-Neutral,1027,1351
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",2395,3268
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",OPEN,Gender-Neutral,2110,2826
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",OPEN,"Female-only
(including
Supernumerary)",5767,6986
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),Gender-Neutral,150,163
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",OPEN(PwD),"Female-only
(including
Supernumerary)",179,179
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",SC,Gender-Neutral,524,808
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",SC,"Female-only
(including
Supernumerary)",1683,2050
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",ST,Gender-Neutral,324,421
"IIT(BHU)
Varanasi","ElectronicsEngineering(4YearsBachelor
ofTechnology)",ST,"Female-only
(including
Supernumerary)",917,981
"IIT(BHU)
Varanasi","MechanicalEngineering(4Years
BachelorofTechnology)",EWS,Gender-Neutral,865,1152
"IIT(BHU)
Varanasi","MechanicalEngineering(4Years
BachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",2275,2594
"IIT(BHU)
Varanasi","MechanicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,Gender-Neutral,2060,2829
"IIT(BHU)
Varanasi","MechanicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",5585,6731
"IIT(BHU)
Varanasi","MechanicalEngineering(4Years
BachelorofTechnology)",OPEN,Gender-Neutral,4029,6596
"IIT(BHU)
Varanasi","MechanicalEngineering(4Years
BachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",11998,15157
"IIT(BHU)
Varanasi","MechanicalEngineering(4Years
BachelorofTechnology)",SC,Gender-Neutral,1141,1654
"IIT(BHU)
Varanasi","MechanicalEngineering(4Years
BachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",2993,3610
"IIT(BHU)
Varanasi","MechanicalEngineering(4Years
BachelorofTechnology)",ST,Gender-Neutral,600,763
"IIT(BHU)
Varanasi","MechanicalEngineering(4Years
BachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",1409,1585
"IIT(BHU)
Varanasi","MetallurgicalEngineering(4Years
BachelorofTechnology)",EWS,Gender-Neutral,1473,1714
"IIT(BHU)
Varanasi","MetallurgicalEngineering(4Years
BachelorofTechnology)",EWS,"Female-only
(including
Supernumerary)",3003,3491
"IIT(BHU)
Varanasi","MetallurgicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,Gender-Neutral,3739,4494
"IIT(BHU)
Varanasi","MetallurgicalEngineering(4Years
BachelorofTechnology)",OBC-NCL,"Female-only
(including
Supernumerary)",8302,8551
"IIT(BHU)
Varanasi","MetallurgicalEngineering(4Years
BachelorofTechnology)",OPEN,Gender-Neutral,7717,10740
"IIT(BHU)
Varanasi","MetallurgicalEngineering(4Years
BachelorofTechnology)",OPEN,"Female-only
(including
Supernumerary)",16644,19931
"IIT(BHU)
Varanasi","MetallurgicalEngineering(4Years
BachelorofTechnology)",SC,Gender-Neutral,2177,2477
"IIT(BHU)
Varanasi","MetallurgicalEngineering(4Years
BachelorofTechnology)",SC,"Female-only
(including
Supernumerary)",3929,4295
"IIT(BHU)
Varanasi","MetallurgicalEngineering(4Years
BachelorofTechnology)",ST,Gender-Neutral,1115,1296
"IIT(BHU)
Varanasi","MetallurgicalEngineering(4Years
BachelorofTechnology)",ST,"Female-only
(including
Supernumerary)",358,386
"IIT(BHU)
Varanasi","MiningEngineering(4YearsBachelorof
Technology)",EWS,Gender-Neutral,1814,2014
"IIT(BHU)
Varanasi","MiningEngineering(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",3647,3873
"IIT(BHU)
Varanasi","MiningEngineering(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,4081,4990
"IIT(BHU)
Varanasi","MiningEngineering(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",8101,9144
"IIT(BHU)
Varanasi","MiningEngineering(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,10803,12876
"IIT(BHU)
Varanasi","MiningEngineering(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",20895,24616
"IIT(BHU)
Varanasi","MiningEngineering(4YearsBachelorof
Technology)",SC,Gender-Neutral,2435,2924
"IIT(BHU)
Varanasi","MiningEngineering(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",4563,4767
"IIT(BHU)
Varanasi","MiningEngineering(4YearsBachelorof
Technology)",ST,Gender-Neutral,1186,1300
"IIT(BHU)
Varanasi","MiningEngineering(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",496,728
"IIT(BHU)
Varanasi","PharmaceuticalEngineering&
Technology(4YearsBachelorof
Technology)",EWS,Gender-Neutral,1900,2139
"IIT(BHU)
Varanasi","PharmaceuticalEngineering&
Technology(4YearsBachelorof
Technology)",EWS,"Female-only
(including
Supernumerary)",3700,3994
"IIT(BHU)
Varanasi","PharmaceuticalEngineering&
Technology(4YearsBachelorof
Technology)",OBC-NCL,Gender-Neutral,4175,5464
"IIT(BHU)
Varanasi","PharmaceuticalEngineering&
Technology(4YearsBachelorof
Technology)",OBC-NCL,"Female-only
(including
Supernumerary)",8658,9257
"IIT(BHU)
Varanasi","PharmaceuticalEngineering&
Technology(4YearsBachelorof
Technology)",OPEN,Gender-Neutral,11311,13562
"IIT(BHU)
Varanasi","PharmaceuticalEngineering&
Technology(4YearsBachelorof
Technology)",OPEN,"Female-only
(including
Supernumerary)",20701,22879
"IIT(BHU)
Varanasi","PharmaceuticalEngineering&
Technology(4YearsBachelorof
Technology)",SC,Gender-Neutral,2748,3118
"IIT(BHU)
Varanasi","PharmaceuticalEngineering&
Technology(4YearsBachelorof
Technology)",SC,"Female-only
(including
Supernumerary)",4816,4827
"IIT(BHU)
Varanasi","PharmaceuticalEngineering&
Technology(4YearsBachelorof
Technology)",ST,Gender-Neutral,1241,1449
"IIT(BHU)
Varanasi","PharmaceuticalEngineering&
Technology(4YearsBachelorof
Technology)",ST,"Female-only
(including
Supernumerary)",500,500
"IIT(BHU)
Varanasi","Architecture(5YearsBachelorof
Architecture)",EWS,Gender-Neutral,3439,3467
"IIT(BHU)
Varanasi","Architecture(5YearsBachelorof
Architecture)",OBC-NCL,Gender-Neutral,7644,8177
"IIT(BHU)
Varanasi","Architecture(5YearsBachelorof
Architecture)",OPEN,Gender-Neutral,20507,22390
"IIT(BHU)
Varanasi","Architecture(5YearsBachelorof
Architecture)",OPEN,"Female-only
(including
Supernumerary)",25278,25278
"IIT(BHU)
Varanasi","Architecture(5YearsBachelorof
Architecture)",SC,Gender-Neutral,3540,4321
"IIT(BHU)
Varanasi","Architecture(5YearsBachelorof
Architecture)",SC,"Female-only
(including
Supernumerary)",4991,4991
"IIT(BHU)
Varanasi","Architecture(5YearsBachelorof
Architecture)",ST,Gender-Neutral,616,764
"IIT(BHU)
Varanasi","BiochemicalEngineeringwithM.Tech. in
BiochemicalEngineeringand
Biotechnology(5YearsBachelorand
MasterofTechnology(DualDegree))",EWS,Gender-Neutral,1976,2090
"IIT(BHU)
Varanasi","BiochemicalEngineeringwithM.Tech. in
BiochemicalEngineeringand
Biotechnology(5YearsBachelorand
MasterofTechnology(DualDegree))",OBC-NCL,Gender-Neutral,5377,5680
"IIT(BHU)
Varanasi","BiochemicalEngineeringwithM.Tech. in
BiochemicalEngineeringand
Biotechnology(5YearsBachelorand
MasterofTechnology(DualDegree))",OPEN,Gender-Neutral,10717,12761
"IIT(BHU)
Varanasi","BiochemicalEngineeringwithM.Tech. in
BiochemicalEngineeringand
Biotechnology(5YearsBachelorand
MasterofTechnology(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",20653,20966
"IIT(BHU)
Varanasi","BiochemicalEngineeringwithM.Tech. in
BiochemicalEngineeringand
Biotechnology(5YearsBachelorand
MasterofTechnology(DualDegree))",SC,Gender-Neutral,2686,2954
"IIT(BHU)
Varanasi","BiochemicalEngineeringwithM.Tech. in
BiochemicalEngineeringand
Biotechnology(5YearsBachelorand
MasterofTechnology(DualDegree))",SC,"Female-only
(including
Supernumerary)",4522,4522
"IIT(BHU)
Varanasi","BiochemicalEngineeringwithM.Tech. in
BiochemicalEngineeringand
Biotechnology(5YearsBachelorand
MasterofTechnology(DualDegree))",ST,Gender-Neutral,1350,1465
"IIT(BHU)
Varanasi","BioengineeringwithM.Techin
BiomedicalTechnology(5YearsBachelor
andMasterofTechnology(DualDegree))",EWS,Gender-Neutral,2061,2081
"IIT(BHU)
Varanasi","BioengineeringwithM.Techin
BiomedicalTechnology(5YearsBachelor
andMasterofTechnology(DualDegree))",OBC-NCL,Gender-Neutral,4763,5361
"IIT(BHU)
Varanasi","BioengineeringwithM.Techin
BiomedicalTechnology(5YearsBachelor
andMasterofTechnology(DualDegree))",OBC-NCL,"Female-only
(including
Supernumerary)",8573,8573
"IIT(BHU)
Varanasi","BioengineeringwithM.Techin
BiomedicalTechnology(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,Gender-Neutral,11279,14001
"IIT(BHU)
Varanasi","BioengineeringwithM.Techin
BiomedicalTechnology(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",17189,18700
"IIT(BHU)
Varanasi","BioengineeringwithM.Techin
BiomedicalTechnology(5YearsBachelor
andMasterofTechnology(DualDegree))",SC,Gender-Neutral,2635,3125
"IIT(BHU)
Varanasi","BioengineeringwithM.Techin
BiomedicalTechnology(5YearsBachelor
andMasterofTechnology(DualDegree))",SC,"Female-only
(including
Supernumerary)",4763,4763
"IIT(BHU)
Varanasi","BioengineeringwithM.Techin
BiomedicalTechnology(5YearsBachelor
andMasterofTechnology(DualDegree))",ST,Gender-Neutral,1461,1461
"IIT(BHU)
Varanasi","CeramicEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",EWS,Gender-Neutral,2222,2254
"IIT(BHU)
Varanasi","CeramicEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OBC-NCL,Gender-Neutral,4991,5501
"IIT(BHU)
Varanasi","CeramicEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,Gender-Neutral,12260,13931
"IIT(BHU)
Varanasi","CeramicEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",24628,24753
"IIT(BHU)
Varanasi","CeramicEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",SC,Gender-Neutral,3005,3020
"IIT(BHU)
Varanasi","CeramicEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",SC,"Female-only
(including
Supernumerary)",4860,4860
"IIT(BHU)
Varanasi","CeramicEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",ST,Gender-Neutral,1456,1456
"IIT(BHU)
Varanasi","CivilEngineering(5YearsBachelorand
MasterofTechnology(DualDegree))",EWS,Gender-Neutral,1646,1683
"IIT(BHU)
Varanasi","CivilEngineering(5YearsBachelorand
MasterofTechnology(DualDegree))",EWS,"Female-only
(including
Supernumerary)",3587,3587
"IIT(BHU)
Varanasi","CivilEngineering(5YearsBachelorand
MasterofTechnology(DualDegree))",OBC-NCL,Gender-Neutral,3545,4123
"IIT(BHU)
Varanasi","CivilEngineering(5YearsBachelorand
MasterofTechnology(DualDegree))",OBC-NCL,"Female-only
(including
Supernumerary)",7141,8759
"IIT(BHU)
Varanasi","CivilEngineering(5YearsBachelorand
MasterofTechnology(DualDegree))",OPEN,Gender-Neutral,8533,10583
"IIT(BHU)
Varanasi","CivilEngineering(5YearsBachelorand
MasterofTechnology(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",18871,19360
"IIT(BHU)
Varanasi","CivilEngineering(5YearsBachelorand
MasterofTechnology(DualDegree))",SC,Gender-Neutral,1956,2144
"IIT(BHU)
Varanasi","CivilEngineering(5YearsBachelorand
MasterofTechnology(DualDegree))",SC,"Female-only
(including
Supernumerary)",3888,3888
"IIT(BHU)
Varanasi","CivilEngineering(5YearsBachelorand
MasterofTechnology(DualDegree))",ST,Gender-Neutral,712,800
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",EWS,Gender-Neutral,246,247
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",EWS,"Female-only
(including
Supernumerary)",1073,1073
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",OBC-NCL,Gender-Neutral,553,727
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",OBC-NCL,"Female-only
(including
Supernumerary)",2055,2237
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))","OBC-NCL
(PwD)",Gender-Neutral,45,45
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",OPEN,Gender-Neutral,1120,1510
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",4165,4593
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",SC,Gender-Neutral,300,340
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",SC,"Female-only
(including
Supernumerary)",1453,1453
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",ST,Gender-Neutral,210,279
"IIT(BHU)
Varanasi","ComputerScienceandEngineering(5
YearsBachelorandMasterofTechnology
(DualDegree))",ST,"Female-only
(including
Supernumerary)",278,278
"IIT(BHU)
Varanasi","ElectricalEngineeringwithM.Tech. in
PowerElectronics(5YearsBachelorand
MasterofTechnology(DualDegree))",EWS,Gender-Neutral,637,675
"IIT(BHU)
Varanasi","ElectricalEngineeringwithM.Tech. in
PowerElectronics(5YearsBachelorand
MasterofTechnology(DualDegree))",EWS,"Female-only
(including
Supernumerary)",2153,2153
"IIT(BHU)
Varanasi","ElectricalEngineeringwithM.Tech. in
PowerElectronics(5YearsBachelorand
MasterofTechnology(DualDegree))",OBC-NCL,Gender-Neutral,1607,1896
"IIT(BHU)
Varanasi","ElectricalEngineeringwithM.Tech. in
PowerElectronics(5YearsBachelorand
MasterofTechnology(DualDegree))",OBC-NCL,"Female-only
(including
Supernumerary)",4355,4433
"IIT(BHU)
Varanasi","ElectricalEngineeringwithM.Tech. in
PowerElectronics(5YearsBachelorand
MasterofTechnology(DualDegree))",OPEN,Gender-Neutral,3826,4619
"IIT(BHU)
Varanasi","ElectricalEngineeringwithM.Tech. in
PowerElectronics(5YearsBachelorand
MasterofTechnology(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",10337,10830
"IIT(BHU)
Varanasi","ElectricalEngineeringwithM.Tech. in
PowerElectronics(5YearsBachelorand
MasterofTechnology(DualDegree))",SC,Gender-Neutral,1157,1350
"IIT(BHU)
Varanasi","ElectricalEngineeringwithM.Tech. in
PowerElectronics(5YearsBachelorand
MasterofTechnology(DualDegree))",SC,"Female-only
(including
Supernumerary)",2830,2830
"IIT(BHU)
Varanasi","ElectricalEngineeringwithM.Tech. in
PowerElectronics(5YearsBachelorand
MasterofTechnology(DualDegree))",ST,Gender-Neutral,468,468
"IIT(BHU)
Varanasi","ElectricalEngineeringwithM.Tech. in
PowerElectronics(5YearsBachelorand
MasterofTechnology(DualDegree))",ST,"Female-only
(including
Supernumerary)",1307,1307
"IIT(BHU)
Varanasi","MaterialsScienceandTechnology(5
YearsBachelorandMasterofTechnology
(DualDegree))",EWS,Gender-Neutral,1827,1889
"IIT(BHU)
Varanasi","MaterialsScienceandTechnology(5
YearsBachelorandMasterofTechnology
(DualDegree))",EWS,"Female-only
(including
Supernumerary)",3310,3310
"IIT(BHU)
Varanasi","MaterialsScienceandTechnology(5
YearsBachelorandMasterofTechnology
(DualDegree))",OBC-NCL,Gender-Neutral,4849,5324
"IIT(BHU)
Varanasi","MaterialsScienceandTechnology(5
YearsBachelorandMasterofTechnology
(DualDegree))",OPEN,Gender-Neutral,8540,12524
"IIT(BHU)
Varanasi","MaterialsScienceandTechnology(5
YearsBachelorandMasterofTechnology
(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",19448,19700
"IIT(BHU)
Varanasi","MaterialsScienceandTechnology(5
YearsBachelorandMasterofTechnology
(DualDegree))",SC,Gender-Neutral,2637,2797
"IIT(BHU)
Varanasi","MaterialsScienceandTechnology(5
YearsBachelorandMasterofTechnology
(DualDegree))",SC,"Female-only
(including
Supernumerary)",4376,4439
"IIT(BHU)
Varanasi","MaterialsScienceandTechnology(5
YearsBachelorandMasterofTechnology
(DualDegree))",ST,Gender-Neutral,1448,1448
"IIT(BHU)
Varanasi","MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",EWS,Gender-Neutral,1244,1248
"IIT(BHU)
Varanasi","MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",EWS,"Female-only
(including
Supernumerary)",3151,3151
"IIT(BHU)
Varanasi","MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OBC-NCL,Gender-Neutral,2746,3138
"IIT(BHU)
Varanasi","MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OBC-NCL,"Female-only
(including
Supernumerary)",6603,6772
"IIT(BHU)
Varanasi","MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OPEN,Gender-Neutral,6689,7497
"IIT(BHU)
Varanasi","MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OPEN,"Female-only
(including
Supernumerary)",14319,16564
"IIT(BHU)
Varanasi","MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",SC,Gender-Neutral,1671,1790
"IIT(BHU)
Varanasi","MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",ST,Gender-Neutral,970,1006
"IIT(BHU)
Varanasi","MechanicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",ST,"Female-only
(including
Supernumerary)",267,267
"IIT(BHU)
Varanasi","MetallurgicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",EWS,Gender-Neutral,1888,1947
"IIT(BHU)
Varanasi","MetallurgicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",EWS,"Female-only
(including
Supernumerary)",4080,4080
"IIT(BHU)
Varanasi","MetallurgicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OBC-NCL,Gender-Neutral,4471,4945
"IIT(BHU)
Varanasi","MetallurgicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OBC-NCL,"Female-only
(including
Supernumerary)",9190,9190
"IIT(BHU)
Varanasi","MetallurgicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OPEN,Gender-Neutral,10791,11530
"IIT(BHU)
Varanasi","MetallurgicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",OPEN,"Female-only
(including
Supernumerary)",16837,22750
"IIT(BHU)
Varanasi","MetallurgicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",SC,Gender-Neutral,2721,2744
"IIT(BHU)
Varanasi","MetallurgicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",SC,"Female-only
(including
Supernumerary)",4086,4086
"IIT(BHU)
Varanasi","MetallurgicalEngineering(5Years
BachelorandMasterofTechnology(Dual
Degree))",ST,Gender-Neutral,1352,1356
"IIT(BHU)
Varanasi","MiningEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",EWS,Gender-Neutral,2257,2351
"IIT(BHU)
Varanasi","MiningEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OBC-NCL,Gender-Neutral,5004,5454
"IIT(BHU)
Varanasi","MiningEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,Gender-Neutral,12958,14557
"IIT(BHU)
Varanasi","MiningEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",OPEN,"Female-only
(including
Supernumerary)",24523,25614
"IIT(BHU)
Varanasi","MiningEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",SC,Gender-Neutral,2850,3054
"IIT(BHU)
Varanasi","MiningEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",SC,"Female-only
(including
Supernumerary)",4884,4884
"IIT(BHU)
Varanasi","MiningEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",ST,Gender-Neutral,1140,1140
"IIT(BHU)
Varanasi","MiningEngineering(5YearsBachelor
andMasterofTechnology(DualDegree))",ST,"Female-only
(including
Supernumerary)",905,905
"IIT(BHU)
Varanasi","MathematicsandComputing(5Years
BachelorandMasterofTechnology(Dual
Degree))",EWS,Gender-Neutral,310,346
"IIT(BHU)
Varanasi","MathematicsandComputing(5Years
BachelorandMasterofTechnology(Dual
Degree))",EWS,"Female-only
(including
Supernumerary)",1105,1105
"IIT(BHU)
Varanasi","MathematicsandComputing(5Years
BachelorandMasterofTechnology(Dual
Degree))",OBC-NCL,Gender-Neutral,780,1028
"IIT(BHU)
Varanasi","MathematicsandComputing(5Years
BachelorandMasterofTechnology(Dual
Degree))",OBC-NCL,"Female-only
(including
Supernumerary)",2578,2726
"IIT(BHU)
Varanasi","MathematicsandComputing(5Years
BachelorandMasterofTechnology(Dual
Degree))",OPEN,Gender-Neutral,1538,2154
"IIT(BHU)
Varanasi","MathematicsandComputing(5Years
BachelorandMasterofTechnology(Dual
Degree))",OPEN,"Female-only
(including
Supernumerary)",4954,6186
"IIT(BHU)
Varanasi","MathematicsandComputing(5Years
BachelorandMasterofTechnology(Dual
Degree))",OPEN(PwD),Gender-Neutral,121,121
"IIT(BHU)
Varanasi","MathematicsandComputing(5Years
BachelorandMasterofTechnology(Dual
Degree))",SC,Gender-Neutral,501,672
